fill,run,LS,avgpu
7259,324077,694,37.6
7259,324077,695,37.6
7259,324077,696,37.6
7259,324077,697,37.5
7259,324077,698,37.5
7259,324077,699,37.5
7259,324077,700,37.5
7259,324077,701,37.5
7259,324077,702,37.4
7259,324077,703,37.4
7259,324077,704,37.4
7259,324077,705,37.4
7259,324077,706,37.4
7259,324077,707,37.3
7259,324077,708,37.3
7259,324077,709,37.3
7259,324077,710,37.2
7259,324077,712,37.2
7259,324077,713,37.2
7259,324077,714,37.2
7259,324077,715,37.1
7259,324077,716,37.1
7259,324077,717,37.1
7259,324077,718,37.1
7259,324077,719,37.0
7259,324077,720,37.0
7259,324077,721,37.0
7259,324077,722,37.0
7259,324077,723,37.0
7259,324077,724,36.9
7259,324077,725,36.9
7259,324077,726,36.9
7259,324077,727,36.9
7259,324077,728,36.8
7259,324077,729,36.8
7259,324077,730,36.8
7259,324077,731,36.8
7259,324077,732,36.7
7259,324077,733,36.7
7259,324077,734,36.7
7259,324077,735,36.6
7259,324077,736,36.6
7259,324077,737,36.6
7259,324077,738,36.6
7259,324077,739,36.6
7259,324077,740,36.5
7259,324077,741,36.7
7259,324077,742,36.6
7259,324077,743,36.6
7259,324077,744,36.6
7259,324077,745,36.6
7259,324077,746,36.6
7259,324077,747,36.5
7259,324077,748,36.5
7259,324077,749,36.5
7259,324077,750,36.5
7259,324077,751,36.4
7259,324077,752,36.4
7259,324077,753,36.4
,#Summary,,
,#nfill,nrun,
,#1,1,
